item_a,item_b,department_a,department_b,basket_count,pair_basket_count,support,confidence_a_to_b,confidence_b_to_a,lift,category_affinity,anchor_item,recommended_item,recommendation_confidence,cross_sell_opportunity
BAKED SWEET GOODS,SNACK NUTS,GROCERY,GROCERY,191561,588,0.00307,0.032803,0.131809,1.408617,BAKED SWEET GOODS + SNACK NUTS,SNACK NUTS,BAKED SWEET GOODS,0.131809,Recommend BAKED SWEET GOODS to baskets containing SNACK NUTS
HAIR CARE PRODUCTS,VALUE ADDED FRUIT,DRUG GM,PRODUCE,191561,299,0.001561,0.041453,0.053033,1.408437,HAIR CARE PRODUCTS + VALUE ADDED FRUIT,VALUE ADDED FRUIT,HAIR CARE PRODUCTS,0.053033,Recommend HAIR CARE PRODUCTS to baskets containing VALUE ADDED FRUIT
CHEESES,FRZN MEAT/MEAT DINNERS,DELI,GROCERY,191561,1750,0.009135,0.158889,0.080962,1.408137,CHEESES + FRZN MEAT/MEAT DINNERS,CHEESES,FRZN MEAT/MEAT DINNERS,0.158889,Recommend FRZN MEAT/MEAT DINNERS to baskets containing CHEESES
MARGARINES,WATER - CARBONATED/FLVRD DRINK,GROCERY,GROCERY,191561,1569,0.008191,0.120193,0.095952,1.408042,MARGARINES + WATER - CARBONATED/FLVRD DRINK,MARGARINES,WATER - CARBONATED/FLVRD DRINK,0.120193,Recommend WATER - CARBONATED/FLVRD DRINK to baskets containing MARGARINES
FLUID MILK PRODUCTS,SALD DRSNG/SNDWCH SPRD,GROCERY,GROCERY,191561,7847,0.040963,0.118519,0.486424,1.407361,FLUID MILK PRODUCTS + SALD DRSNG/SNDWCH SPRD,SALD DRSNG/SNDWCH SPRD,FLUID MILK PRODUCTS,0.486424,Recommend FLUID MILK PRODUCTS to baskets containing SALD DRSNG/SNDWCH SPRD
BAKED SWEET GOODS,BREAKFAST SWEETS,GROCERY,PASTRY,191561,991,0.005173,0.055286,0.131677,1.407205,BAKED SWEET GOODS + BREAKFAST SWEETS,BREAKFAST SWEETS,BAKED SWEET GOODS,0.131677,Recommend BAKED SWEET GOODS to baskets containing BREAKFAST SWEETS
COUPON/MISC ITEMS,DRY BN/VEG/POTATO/RICE,KIOSK-GAS,GROCERY,191561,451,0.002354,0.09322,0.03554,1.407201,COUPON/MISC ITEMS + DRY BN/VEG/POTATO/RICE,COUPON/MISC ITEMS,DRY BN/VEG/POTATO/RICE,0.09322,Recommend DRY BN/VEG/POTATO/RICE to baskets containing COUPON/MISC ITEMS
CANDY - PACKAGED,FD WRAPS/BAGS/TRSH BG,DRUG GM,GROCERY,191561,1530,0.007987,0.077582,0.144859,1.407095,CANDY - PACKAGED + FD WRAPS/BAGS/TRSH BG,FD WRAPS/BAGS/TRSH BG,CANDY - PACKAGED,0.144859,Recommend CANDY - PACKAGED to baskets containing FD WRAPS/BAGS/TRSH BG
ORAL HYGIENE PRODUCTS,VEGETABLES SALAD,DRUG GM,PRODUCE,191561,553,0.002887,0.076731,0.052929,1.406839,ORAL HYGIENE PRODUCTS + VEGETABLES SALAD,ORAL HYGIENE PRODUCTS,VEGETABLES SALAD,0.076731,Recommend VEGETABLES SALAD to baskets containing ORAL HYGIENE PRODUCTS
HEAT/SERVE,MAGAZINE,MEAT-PCKGD,DRUG GM,191561,250,0.001305,0.049476,0.037109,1.406796,HEAT/SERVE + MAGAZINE,HEAT/SERVE,MAGAZINE,0.049476,Recommend MAGAZINE to baskets containing HEAT/SERVE
EGGS,WATER - CARBONATED/FLVRD DRINK,GROCERY,GROCERY,191561,3253,0.016982,0.120077,0.198936,1.40668,EGGS + WATER - CARBONATED/FLVRD DRINK,WATER - CARBONATED/FLVRD DRINK,EGGS,0.198936,Recommend EGGS to baskets containing WATER - CARBONATED/FLVRD DRINK
CONVENIENT BRKFST/WHLSM SNACKS,SALADS/DIPS,GROCERY,DELI,191561,564,0.002944,0.04233,0.097832,1.406541,CONVENIENT BRKFST/WHLSM SNACKS + SALADS/DIPS,SALADS/DIPS,CONVENIENT BRKFST/WHLSM SNACKS,0.097832,Recommend CONVENIENT BRKFST/WHLSM SNACKS to baskets containing SALADS/DIPS
CANDY - PACKAGED,FRZN BREAKFAST FOODS,DRUG GM,GROCERY,191561,1005,0.005246,0.050961,0.144792,1.406443,CANDY - PACKAGED + FRZN BREAKFAST FOODS,FRZN BREAKFAST FOODS,CANDY - PACKAGED,0.144792,Recommend CANDY - PACKAGED to baskets containing FRZN BREAKFAST FOODS
CARROTS,CAT FOOD,PRODUCE,GROCERY,191561,359,0.001874,0.044447,0.0593,1.406401,CARROTS + CAT FOOD,CAT FOOD,CARROTS,0.0593,Recommend CARROTS to baskets containing CAT FOOD
FD WRAPS/BAGS/TRSH BG,ROLLS,GROCERY,PASTRY,191561,382,0.001994,0.036167,0.077532,1.406183,FD WRAPS/BAGS/TRSH BG + ROLLS,ROLLS,FD WRAPS/BAGS/TRSH BG,0.077532,Recommend FD WRAPS/BAGS/TRSH BG to baskets containing ROLLS
CITRUS,DRY SAUCES/GRAVY,PRODUCE,GROCERY,191561,441,0.002302,0.045124,0.071731,1.405995,CITRUS + DRY SAUCES/GRAVY,DRY SAUCES/GRAVY,CITRUS,0.071731,Recommend CITRUS to baskets containing DRY SAUCES/GRAVY
CANDY - PACKAGED,SUGARS/SWEETNERS,DRUG GM,GROCERY,191561,1415,0.007387,0.071751,0.144742,1.405961,CANDY - PACKAGED + SUGARS/SWEETNERS,SUGARS/SWEETNERS,CANDY - PACKAGED,0.144742,Recommend CANDY - PACKAGED to baskets containing SUGARS/SWEETNERS
SUGARS/SWEETNERS,WAREHOUSE SNACKS,GROCERY,GROCERY,191561,443,0.002313,0.045315,0.071741,1.405765,SUGARS/SWEETNERS + WAREHOUSE SNACKS,WAREHOUSE SNACKS,SUGARS/SWEETNERS,0.071741,Recommend SUGARS/SWEETNERS to baskets containing WAREHOUSE SNACKS
MAGAZINE,SALADS/DIPS,DRUG GM,DELI,191561,285,0.001488,0.042304,0.049436,1.405679,MAGAZINE + SALADS/DIPS,SALADS/DIPS,MAGAZINE,0.049436,Recommend MAGAZINE to baskets containing SALADS/DIPS
BEEF,VALUE ADDED FRUIT,MEAT,PRODUCE,191561,1470,0.007674,0.041365,0.260731,1.40546,BEEF + VALUE ADDED FRUIT,VALUE ADDED FRUIT,BEEF,0.260731,Recommend BEEF to baskets containing VALUE ADDED FRUIT
BREAKFAST SWEETS,HEAT/SERVE,PASTRY,MEAT-PCKGD,191561,279,0.001456,0.037071,0.055215,1.405393,BREAKFAST SWEETS + HEAT/SERVE,HEAT/SERVE,BREAKFAST SWEETS,0.055215,Recommend BREAKFAST SWEETS to baskets containing HEAT/SERVE
ICE CREAM/MILK/SHERBTS,SEAFOOD - FROZEN,GROCERY,SEAFOOD-PCKGD,191561,972,0.005074,0.052577,0.135622,1.405302,ICE CREAM/MILK/SHERBTS + SEAFOOD - FROZEN,SEAFOOD - FROZEN,ICE CREAM/MILK/SHERBTS,0.135622,Recommend ICE CREAM/MILK/SHERBTS to baskets containing SEAFOOD - FROZEN
CHICKEN/POULTRY,STONE FRUIT,DELI,PRODUCE,191561,205,0.00107,0.039167,0.038397,1.405294,CHICKEN/POULTRY + STONE FRUIT,CHICKEN/POULTRY,STONE FRUIT,0.039167,Recommend STONE FRUIT to baskets containing CHICKEN/POULTRY
BUTTER,CAT FOOD,GROCERY,GROCERY,191561,213,0.001112,0.044403,0.035183,1.404994,BUTTER + CAT FOOD,BUTTER,CAT FOOD,0.044403,Recommend CAT FOOD to baskets containing BUTTER
BAG SNACKS,POTATOES,GROCERY,PRODUCE,191561,4367,0.022797,0.10815,0.296108,1.404758,BAG SNACKS + POTATOES,POTATOES,BAG SNACKS,0.296108,Recommend BAG SNACKS to baskets containing POTATOES
MARGARINES,SNACK NUTS,GROCERY,GROCERY,191561,427,0.002229,0.03271,0.095718,1.404621,MARGARINES + SNACK NUTS,SNACK NUTS,MARGARINES,0.095718,Recommend MARGARINES to baskets containing SNACK NUTS
BEERS/ALES,CAT FOOD,GROCERY,GROCERY,191561,619,0.003231,0.044385,0.102246,1.404448,BEERS/ALES + CAT FOOD,CAT FOOD,BEERS/ALES,0.102246,Recommend BEERS/ALES to baskets containing CAT FOOD
BEEF,FLUID MILK PRODUCTS,MEAT,GROCERY,191561,17249,0.090044,0.485381,0.260523,1.404343,BEEF + FLUID MILK PRODUCTS,BEEF,FLUID MILK PRODUCTS,0.485381,Recommend FLUID MILK PRODUCTS to baskets containing BEEF
DINNER SAUSAGE,HOUSEHOLD CLEANG NEEDS,MEAT-PCKGD,GROCERY,191561,479,0.002501,0.050084,0.070101,1.404079,DINNER SAUSAGE + HOUSEHOLD CLEANG NEEDS,HOUSEHOLD CLEANG NEEDS,DINNER SAUSAGE,0.070101,Recommend DINNER SAUSAGE to baskets containing HOUSEHOLD CLEANG NEEDS
 ,LUNCHMEAT, ,MEAT-PCKGD,191561,1135,0.005925,0.167751,0.049591,1.404048,  + LUNCHMEAT, ,LUNCHMEAT,0.167751,Recommend LUNCHMEAT to baskets containing  
LUNCHMEAT,WATER - CARBONATED/FLVRD DRINK,MEAT-PCKGD,GROCERY,191561,2743,0.014319,0.11985,0.167747,1.40402,LUNCHMEAT + WATER - CARBONATED/FLVRD DRINK,WATER - CARBONATED/FLVRD DRINK,LUNCHMEAT,0.167747,Recommend LUNCHMEAT to baskets containing WATER - CARBONATED/FLVRD DRINK
HAIR CARE PRODUCTS,MARGARINES,DRUG GM,GROCERY,191561,690,0.003602,0.095661,0.052857,1.403772,HAIR CARE PRODUCTS + MARGARINES,HAIR CARE PRODUCTS,MARGARINES,0.095661,Recommend MARGARINES to baskets containing HAIR CARE PRODUCTS
FROZEN PIE/DESSERTS,VALUE ADDED FRUIT,GROCERY,PRODUCE,191561,254,0.001326,0.041308,0.045051,1.403496,FROZEN PIE/DESSERTS + VALUE ADDED FRUIT,VALUE ADDED FRUIT,FROZEN PIE/DESSERTS,0.045051,Recommend FROZEN PIE/DESSERTS to baskets containing VALUE ADDED FRUIT
BUTTER,MEAT - SHELF STABLE,GROCERY,GROCERY,191561,463,0.002417,0.096519,0.03514,1.403249,BUTTER + MEAT - SHELF STABLE,BUTTER,MEAT - SHELF STABLE,0.096519,Recommend MEAT - SHELF STABLE to baskets containing BUTTER
ICE CREAM/MILK/SHERBTS,SEAFOOD - SHELF STABLE,GROCERY,GROCERY,191561,1019,0.005319,0.05512,0.135397,1.402977,ICE CREAM/MILK/SHERBTS + SEAFOOD - SHELF STABLE,SEAFOOD - SHELF STABLE,ICE CREAM/MILK/SHERBTS,0.135397,Recommend ICE CREAM/MILK/SHERBTS to baskets containing SEAFOOD - SHELF STABLE
CAT FOOD,SPICES & EXTRACTS,GROCERY,GROCERY,191561,402,0.002099,0.066402,0.044337,1.402901,CAT FOOD + SPICES & EXTRACTS,CAT FOOD,SPICES & EXTRACTS,0.066402,Recommend SPICES & EXTRACTS to baskets containing CAT FOOD
BREAKFAST SAUSAGE/SANDWICHES,CAT FOOD,MEAT-PCKGD,GROCERY,191561,468,0.002443,0.044335,0.077304,1.40285,BREAKFAST SAUSAGE/SANDWICHES + CAT FOOD,CAT FOOD,BREAKFAST SAUSAGE/SANDWICHES,0.077304,Recommend BREAKFAST SAUSAGE/SANDWICHES to baskets containing CAT FOOD
CANDY - PACKAGED,FROZEN PIE/DESSERTS,DRUG GM,GROCERY,191561,888,0.004636,0.045028,0.144414,1.402771,CANDY - PACKAGED + FROZEN PIE/DESSERTS,FROZEN PIE/DESSERTS,CANDY - PACKAGED,0.144414,Recommend CANDY - PACKAGED to baskets containing FROZEN PIE/DESSERTS
BACON,COUPON/MISC ITEMS,MEAT-PCKGD,KIOSK-GAS,191561,370,0.001931,0.035424,0.076478,1.402602,BACON + COUPON/MISC ITEMS,COUPON/MISC ITEMS,BACON,0.076478,Recommend BACON to baskets containing COUPON/MISC ITEMS
MEAT - SHELF STABLE,STONE FRUIT,GROCERY,PRODUCE,191561,515,0.002688,0.039086,0.09646,1.402396,MEAT - SHELF STABLE + STONE FRUIT,STONE FRUIT,MEAT - SHELF STABLE,0.09646,Recommend MEAT - SHELF STABLE to baskets containing STONE FRUIT
FLUID MILK PRODUCTS,SNACK NUTS,GROCERY,GROCERY,191561,2162,0.011286,0.032654,0.484645,1.402212,FLUID MILK PRODUCTS + SNACK NUTS,SNACK NUTS,FLUID MILK PRODUCTS,0.484645,Recommend FLUID MILK PRODUCTS to baskets containing SNACK NUTS
REFRGRATD DOUGH PRODUCTS,WATER - CARBONATED/FLVRD DRINK,GROCERY,GROCERY,191561,1620,0.008457,0.11969,0.09907,1.402145,REFRGRATD DOUGH PRODUCTS + WATER - CARBONATED/FLVRD DRINK,REFRGRATD DOUGH PRODUCTS,WATER - CARBONATED/FLVRD DRINK,0.11969,Recommend WATER - CARBONATED/FLVRD DRINK to baskets containing REFRGRATD DOUGH PRODUCTS
MARGARINES,WAREHOUSE SNACKS,GROCERY,GROCERY,191561,590,0.00308,0.045197,0.095547,1.402099,MARGARINES + WAREHOUSE SNACKS,WAREHOUSE SNACKS,MARGARINES,0.095547,Recommend MARGARINES to baskets containing WAREHOUSE SNACKS
FLUID MILK PRODUCTS,SEAFOOD - FROZEN,GROCERY,SEAFOOD-PCKGD,191561,3473,0.01813,0.052455,0.484582,1.40203,FLUID MILK PRODUCTS + SEAFOOD - FROZEN,SEAFOOD - FROZEN,FLUID MILK PRODUCTS,0.484582,Recommend FLUID MILK PRODUCTS to baskets containing SEAFOOD - FROZEN
BREAD,CONDIMENTS/SAUCES,PASTRY,GROCERY,191561,965,0.005038,0.125455,0.056281,1.401627,BREAD + CONDIMENTS/SAUCES,BREAD,CONDIMENTS/SAUCES,0.125455,Recommend CONDIMENTS/SAUCES to baskets containing BREAD
COUPON/MISC ITEMS,POTATOES,KIOSK-GAS,PRODUCE,191561,522,0.002725,0.107896,0.035395,1.401453,COUPON/MISC ITEMS + POTATOES,COUPON/MISC ITEMS,POTATOES,0.107896,Recommend POTATOES to baskets containing COUPON/MISC ITEMS
FLUID MILK PRODUCTS,FRZN MEAT/MEAT DINNERS,GROCERY,GROCERY,191561,10469,0.054651,0.15812,0.48434,1.401329,FLUID MILK PRODUCTS + FRZN MEAT/MEAT DINNERS,FRZN MEAT/MEAT DINNERS,FLUID MILK PRODUCTS,0.48434,Recommend FLUID MILK PRODUCTS to baskets containing FRZN MEAT/MEAT DINNERS
BAKING MIXES,ORAL HYGIENE PRODUCTS,GROCERY,DRUG GM,191561,566,0.002955,0.052715,0.078535,1.401155,BAKING MIXES + ORAL HYGIENE PRODUCTS,ORAL HYGIENE PRODUCTS,BAKING MIXES,0.078535,Recommend BAKING MIXES to baskets containing ORAL HYGIENE PRODUCTS
CHICKEN/POULTRY,ORGANICS FRUIT & VEGETABLES,DELI,PRODUCE,191561,197,0.001028,0.037639,0.038282,1.401102,CHICKEN/POULTRY + ORGANICS FRUIT & VEGETABLES,ORGANICS FRUIT & VEGETABLES,CHICKEN/POULTRY,0.038282,Recommend CHICKEN/POULTRY to baskets containing ORGANICS FRUIT & VEGETABLES
MUSHROOMS,REFRGRATD JUICES/DRNKS,PRODUCE,GROCERY,191561,832,0.004343,0.181382,0.033544,1.400869,MUSHROOMS + REFRGRATD JUICES/DRNKS,MUSHROOMS,REFRGRATD JUICES/DRNKS,0.181382,Recommend REFRGRATD JUICES/DRNKS to baskets containing MUSHROOMS
FLUID MILK PRODUCTS,ORAL HYGIENE PRODUCTS,GROCERY,DRUG GM,191561,3489,0.018214,0.052697,0.484113,1.400672,FLUID MILK PRODUCTS + ORAL HYGIENE PRODUCTS,ORAL HYGIENE PRODUCTS,FLUID MILK PRODUCTS,0.484113,Recommend FLUID MILK PRODUCTS to baskets containing ORAL HYGIENE PRODUCTS
MAGAZINE,ORAL HYGIENE PRODUCTS,DRUG GM,DRUG GM,191561,355,0.001853,0.052694,0.049258,1.400601,MAGAZINE + ORAL HYGIENE PRODUCTS,MAGAZINE,ORAL HYGIENE PRODUCTS,0.052694,Recommend ORAL HYGIENE PRODUCTS to baskets containing MAGAZINE
SOUP,STONE FRUIT,GROCERY,PRODUCE,191561,882,0.004604,0.039035,0.165199,1.400565,SOUP + STONE FRUIT,STONE FRUIT,SOUP,0.165199,Recommend SOUP to baskets containing STONE FRUIT
CRACKERS/MISC BKD FD,GREETING CARDS/WRAP/PARTY SPLY,GROCERY,DRUG GM,191561,1027,0.005361,0.047119,0.159348,1.400483,CRACKERS/MISC BKD FD + GREETING CARDS/WRAP/PARTY SPLY,GREETING CARDS/WRAP/PARTY SPLY,CRACKERS/MISC BKD FD,0.159348,Recommend CRACKERS/MISC BKD FD to baskets containing GREETING CARDS/WRAP/PARTY SPLY
DINNER MXS:DRY,SALADS/DIPS,GROCERY,DELI,191561,536,0.002798,0.042145,0.092975,1.400405,DINNER MXS:DRY + SALADS/DIPS,SALADS/DIPS,DINNER MXS:DRY,0.092975,Recommend DINNER MXS:DRY to baskets containing SALADS/DIPS
DRY MIX DESSERTS,ORGANICS FRUIT & VEGETABLES,GROCERY,PRODUCE,191561,194,0.001013,0.037611,0.037699,1.400096,DRY MIX DESSERTS + ORGANICS FRUIT & VEGETABLES,ORGANICS FRUIT & VEGETABLES,DRY MIX DESSERTS,0.037699,Recommend DRY MIX DESSERTS to baskets containing ORGANICS FRUIT & VEGETABLES
ISOTONIC DRINKS,MILK BY-PRODUCTS,GROCERY,GROCERY,191561,692,0.003612,0.139629,0.036223,1.400095,ISOTONIC DRINKS + MILK BY-PRODUCTS,ISOTONIC DRINKS,MILK BY-PRODUCTS,0.139629,Recommend MILK BY-PRODUCTS to baskets containing ISOTONIC DRINKS
MARGARINES,SALADS/DIPS,GROCERY,DELI,191561,550,0.002871,0.042133,0.095403,1.399996,MARGARINES + SALADS/DIPS,SALADS/DIPS,MARGARINES,0.095403,Recommend MARGARINES to baskets containing SALADS/DIPS
 ,BEEF, ,MEAT,191561,1757,0.009172,0.259681,0.049441,1.3998,  + BEEF, ,BEEF,0.259681,Recommend BEEF to baskets containing  
BAKED BREAD/BUNS/ROLLS,DOG FOODS,GROCERY,GROCERY,191561,2740,0.014304,0.046718,0.428527,1.399642,BAKED BREAD/BUNS/ROLLS + DOG FOODS,DOG FOODS,BAKED BREAD/BUNS/ROLLS,0.428527,Recommend BAKED BREAD/BUNS/ROLLS to baskets containing DOG FOODS
CAT FOOD,WATER - CARBONATED/FLVRD DRINK,GROCERY,GROCERY,191561,723,0.003774,0.119425,0.044215,1.399046,CAT FOOD + WATER - CARBONATED/FLVRD DRINK,CAT FOOD,WATER - CARBONATED/FLVRD DRINK,0.119425,Recommend WATER - CARBONATED/FLVRD DRINK to baskets containing CAT FOOD
SHORTENING/OIL,WAREHOUSE SNACKS,GROCERY,GROCERY,191561,354,0.001848,0.045096,0.057328,1.398955,SHORTENING/OIL + WAREHOUSE SNACKS,WAREHOUSE SNACKS,SHORTENING/OIL,0.057328,Recommend SHORTENING/OIL to baskets containing WAREHOUSE SNACKS
CAT FOOD,FRUIT - SHELF STABLE,GROCERY,GROCERY,191561,561,0.002929,0.092666,0.044187,1.398172,CAT FOOD + FRUIT - SHELF STABLE,CAT FOOD,FRUIT - SHELF STABLE,0.092666,Recommend FRUIT - SHELF STABLE to baskets containing CAT FOOD
BERRIES,ICE CREAM/MILK/SHERBTS,PRODUCE,GROCERY,191561,1192,0.006223,0.134903,0.064478,1.397852,BERRIES + ICE CREAM/MILK/SHERBTS,BERRIES,ICE CREAM/MILK/SHERBTS,0.134903,Recommend ICE CREAM/MILK/SHERBTS to baskets containing BERRIES
BAG SNACKS,DISHWASH DETERGENTS,GROCERY,GROCERY,191561,1726,0.00901,0.042745,0.29464,1.397793,BAG SNACKS + DISHWASH DETERGENTS,DISHWASH DETERGENTS,BAG SNACKS,0.29464,Recommend BAG SNACKS to baskets containing DISHWASH DETERGENTS
BAKING MIXES,ROLLS,GROCERY,PASTRY,191561,386,0.002015,0.03595,0.078344,1.397748,BAKING MIXES + ROLLS,ROLLS,BAKING MIXES,0.078344,Recommend BAKING MIXES to baskets containing ROLLS
SPICES & EXTRACTS,VALUE ADDED FRUIT,GROCERY,PRODUCE,191561,373,0.001947,0.041138,0.066158,1.397743,SPICES & EXTRACTS + VALUE ADDED FRUIT,VALUE ADDED FRUIT,SPICES & EXTRACTS,0.066158,Recommend SPICES & EXTRACTS to baskets containing VALUE ADDED FRUIT
BEERS/ALES,PAPER HOUSEWARES,GROCERY,GROCERY,191561,743,0.003879,0.053277,0.101753,1.397669,BEERS/ALES + PAPER HOUSEWARES,PAPER HOUSEWARES,BEERS/ALES,0.101753,Recommend BEERS/ALES to baskets containing PAPER HOUSEWARES
FRZN BREAKFAST FOODS,PEPPERS-ALL,GROCERY,PRODUCE,191561,403,0.002104,0.058061,0.050628,1.397259,FRZN BREAKFAST FOODS + PEPPERS-ALL,FRZN BREAKFAST FOODS,PEPPERS-ALL,0.058061,Recommend PEPPERS-ALL to baskets containing FRZN BREAKFAST FOODS
MAGAZINE,VALUE ADDED FRUIT,DRUG GM,PRODUCE,191561,277,0.001446,0.041116,0.049131,1.396996,MAGAZINE + VALUE ADDED FRUIT,VALUE ADDED FRUIT,MAGAZINE,0.049131,Recommend MAGAZINE to baskets containing VALUE ADDED FRUIT
BUTTER,WAREHOUSE SNACKS,GROCERY,GROCERY,191561,216,0.001128,0.045028,0.03498,1.396864,BUTTER + WAREHOUSE SNACKS,BUTTER,WAREHOUSE SNACKS,0.045028,Recommend WAREHOUSE SNACKS to baskets containing BUTTER
FLUID MILK PRODUCTS,SPICES & EXTRACTS,GROCERY,GROCERY,191561,4373,0.022828,0.066048,0.482298,1.395423,FLUID MILK PRODUCTS + SPICES & EXTRACTS,SPICES & EXTRACTS,FLUID MILK PRODUCTS,0.482298,Recommend FLUID MILK PRODUCTS to baskets containing SPICES & EXTRACTS
FRZN NOVELTIES/WTR ICE,ONIONS,GROCERY,PRODUCE,191561,1071,0.005591,0.110321,0.070698,1.395028,FRZN NOVELTIES/WTR ICE + ONIONS,FRZN NOVELTIES/WTR ICE,ONIONS,0.110321,Recommend ONIONS to baskets containing FRZN NOVELTIES/WTR ICE
CONDIMENTS/SAUCES,FLUID MILK PRODUCTS,GROCERY,GROCERY,191561,8267,0.043156,0.482153,0.124862,1.395003,CONDIMENTS/SAUCES + FLUID MILK PRODUCTS,CONDIMENTS/SAUCES,FLUID MILK PRODUCTS,0.482153,Recommend FLUID MILK PRODUCTS to baskets containing CONDIMENTS/SAUCES
FACIAL TISS/DNR NAPKIN,LUNCHMEAT,GROCERY,MEAT-PCKGD,191561,1094,0.005711,0.166667,0.0478,1.394977,FACIAL TISS/DNR NAPKIN + LUNCHMEAT,FACIAL TISS/DNR NAPKIN,LUNCHMEAT,0.166667,Recommend LUNCHMEAT to baskets containing FACIAL TISS/DNR NAPKIN
BEEF,ROLLS,MEAT,PASTRY,191561,1275,0.006656,0.035878,0.258778,1.394935,BEEF + ROLLS,ROLLS,BEEF,0.258778,Recommend BEEF to baskets containing ROLLS
ISOTONIC DRINKS,SALADS/DIPS,GROCERY,DELI,191561,208,0.001086,0.041969,0.03608,1.394568,ISOTONIC DRINKS + SALADS/DIPS,ISOTONIC DRINKS,SALADS/DIPS,0.041969,Recommend SALADS/DIPS to baskets containing ISOTONIC DRINKS
STONE FRUIT,WAREHOUSE SNACKS,PRODUCE,GROCERY,191561,240,0.001253,0.044952,0.038866,1.394509,STONE FRUIT + WAREHOUSE SNACKS,STONE FRUIT,WAREHOUSE SNACKS,0.044952,Recommend WAREHOUSE SNACKS to baskets containing STONE FRUIT
COUPON/MISC ITEMS,HAIR CARE PRODUCTS,KIOSK-GAS,DRUG GM,191561,254,0.001326,0.052501,0.035214,1.394309,COUPON/MISC ITEMS + HAIR CARE PRODUCTS,COUPON/MISC ITEMS,HAIR CARE PRODUCTS,0.052501,Recommend HAIR CARE PRODUCTS to baskets containing COUPON/MISC ITEMS
BAKED SWEET GOODS,CHICKEN,GROCERY,MEAT,191561,1897,0.009903,0.10583,0.13045,1.394091,BAKED SWEET GOODS + CHICKEN,CHICKEN,BAKED SWEET GOODS,0.13045,Recommend BAKED SWEET GOODS to baskets containing CHICKEN
CANDY - PACKAGED,SOAP - LIQUID & BAR,DRUG GM,DRUG GM,191561,787,0.004108,0.039907,0.143508,1.393976,CANDY - PACKAGED + SOAP - LIQUID & BAR,SOAP - LIQUID & BAR,CANDY - PACKAGED,0.143508,Recommend CANDY - PACKAGED to baskets containing SOAP - LIQUID & BAR
DOG FOODS,LUNCHMEAT,GROCERY,MEAT-PCKGD,191561,1064,0.005554,0.166406,0.046489,1.392795,DOG FOODS + LUNCHMEAT,DOG FOODS,LUNCHMEAT,0.166406,Recommend LUNCHMEAT to baskets containing DOG FOODS
BAG SNACKS,SOAP - LIQUID & BAR,GROCERY,DRUG GM,191561,1610,0.008405,0.039872,0.293581,1.392772,BAG SNACKS + SOAP - LIQUID & BAR,SOAP - LIQUID & BAR,BAG SNACKS,0.293581,Recommend BAG SNACKS to baskets containing SOAP - LIQUID & BAR
COLD AND FLU,FD WRAPS/BAGS/TRSH BG,DRUG GM,GROCERY,191561,313,0.001634,0.076791,0.029635,1.392743,COLD AND FLU + FD WRAPS/BAGS/TRSH BG,COLD AND FLU,FD WRAPS/BAGS/TRSH BG,0.076791,Recommend FD WRAPS/BAGS/TRSH BG to baskets containing COLD AND FLU
BAKED BREAD/BUNS/ROLLS,HAIR CARE PRODUCTS,GROCERY,DRUG GM,191561,3075,0.016052,0.05243,0.426314,1.392414,BAKED BREAD/BUNS/ROLLS + HAIR CARE PRODUCTS,HAIR CARE PRODUCTS,BAKED BREAD/BUNS/ROLLS,0.426314,Recommend BAKED BREAD/BUNS/ROLLS to baskets containing HAIR CARE PRODUCTS
BAKING MIXES,VALUE ADDED FRUIT,GROCERY,PRODUCE,191561,440,0.002297,0.04098,0.078042,1.392361,BAKING MIXES + VALUE ADDED FRUIT,VALUE ADDED FRUIT,BAKING MIXES,0.078042,Recommend BAKING MIXES to baskets containing VALUE ADDED FRUIT
BAKING NEEDS,FLUID MILK PRODUCTS,GROCERY,GROCERY,191561,4760,0.024848,0.481197,0.071894,1.392236,BAKING NEEDS + FLUID MILK PRODUCTS,BAKING NEEDS,FLUID MILK PRODUCTS,0.481197,Recommend FLUID MILK PRODUCTS to baskets containing BAKING NEEDS
GRAPES,GREETING CARDS/WRAP/PARTY SPLY,PRODUCE,DRUG GM,191561,458,0.002391,0.046825,0.071063,1.391767,GRAPES + GREETING CARDS/WRAP/PARTY SPLY,GREETING CARDS/WRAP/PARTY SPLY,GRAPES,0.071063,Recommend GRAPES to baskets containing GREETING CARDS/WRAP/PARTY SPLY
MEAT - MISC,ORGANICS FRUIT & VEGETABLES,MEAT-PCKGD,PRODUCE,191561,302,0.001577,0.037381,0.058686,1.391511,MEAT - MISC + ORGANICS FRUIT & VEGETABLES,ORGANICS FRUIT & VEGETABLES,MEAT - MISC,0.058686,Recommend MEAT - MISC to baskets containing ORGANICS FRUIT & VEGETABLES
HOT DOGS,WATER - CARBONATED/FLVRD DRINK,MEAT-PCKGD,GROCERY,191561,1254,0.006546,0.11875,0.076688,1.391137,HOT DOGS + WATER - CARBONATED/FLVRD DRINK,HOT DOGS,WATER - CARBONATED/FLVRD DRINK,0.11875,Recommend WATER - CARBONATED/FLVRD DRINK to baskets containing HOT DOGS
FROZEN PIZZA,TROPICAL FRUIT,GROCERY,PRODUCE,191561,5015,0.02618,0.229761,0.158502,1.391065,FROZEN PIZZA + TROPICAL FRUIT,FROZEN PIZZA,TROPICAL FRUIT,0.229761,Recommend TROPICAL FRUIT to baskets containing FROZEN PIZZA
